ＩＤ,age,sex,marrige,JobStatus,IncomeCategory,HomeType,Child,Q1,Q2,Q4,Q4_2,Q4_3,Q5,Q6_1,Q6_2,Q6_3,Q7_1,Q7_2,Q7_3,Q8,Q8_2,Q8_3,Q9,Q10,Q10_2,Q10_3,Q11,Q13,Q14,Q15,Q15_2,Q15_3,Q16,Q17,Q18,Q18_2,Q18_3,Q19,Q19_2,Q19_3,Q20,Q21,Q22,q23,Q20-1(FA),Q21-1(FA),Q22-1(FA)
m8788220041,59.0,1.0,1.0,2.0,11,1.0,1.0,1.0,7.0,1.0,,,4.0,8.0,,,2.0,5.0,,4.0,,,2.0,2.0,3.0,4.0,2.0,3.0,4.0,6.0,,,3.0,2.0,2.0,3.0,4.0,4.0,,,0.0,0.0,0.0,0.0,特になし,衰退しないようにしたい,後継者になってほしい
m89969776637,47.0,1.0,1.0,2.0,9,1.0,1.0,1.0,7.0,6.0,,,4.0,2.0,8.0,,1.0,,,7.0,,,3.0,3.0,,,3.0,3.0,3.0,1.0,,,1.0,3.0,4.0,,,2.0,,,0.0,0.0,0.0,0.0,ない,ない,ない
m87773747767,36.0,1.0,0.0,2.0,5,0.0,0.0,1.0,7.0,1.0,,,2.0,5.0,,,2.0,5.0,6.0,1.0,6.0,7.0,2.0,5.0,6.0,7.0,3.0,2.0,2.0,2.0,5.0,,4.0,2.0,2.0,,,1.0,2.0,5.0,0.0,0.0,0.0,0.0,記入はできません,年齢層が偏りがあるので退職で人手が足りなくなるのか不安です,記入することはありません
m8935933754,25.0,0.0,0.0,2.0,5,0.0,0.0,1.0,7.0,6.0,,,1.0,8.0,,,7.0,,,8.0,,,3.0,8.0,,,3.0,3.0,3.0,6.0,,,6.0,5.0,8.0,,,6.0,,,0.0,0.0,0.0,0.0,間違えた,間違えた,間違えた
m8770117291,54.0,1.0,0.0,2.0,4,0.0,0.0,2.0,1.0,1.0,,,1.0,8.0,,,1.0,,,4.0,,,3.0,3.0,,,3.0,3.0,6.0,6.0,,,6.0,3.0,2.0,,,4.0,,,0.0,0.0,0.0,0.0,特になし,特になし,特になし
m89388492346,49.0,1.0,0.0,2.0,4,1.0,0.0,1.0,7.0,1.0,,,4.0,1.0,,,1.0,4.0,,1.0,5.0,7.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,4.0,,,1.0,2.0,2.0,4.0,6.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,特になし,若手を育てなければならない。,今の所なし
m89383103085,50.0,1.0,1.0,2.0,6,1.0,1.0,1.0,1.0,1.0,,,4.0,8.0,,,1.0,,,4.0,,,1.0,2.0,3.0,6.0,2.0,2.0,2.0,6.0,,,3.0,3.0,2.0,3.0,4.0,1.0,2.0,,0.0,0.0,0.0,0.0,特に無し,よく分からない,特に無し
m87764003305,57.0,1.0,1.0,2.0,3,1.0,1.0,1.0,4.0,1.0,,,1.0,1.0,,,6.0,,,7.0,,,2.0,7.0,,,3.0,2.0,3.0,5.0,,,5.0,3.0,3.0,,,1.0,,,0.0,0.0,0.0,0.0,特にない,衰退,特にない
m8771783564,44.0,0.0,1.0,2.0,2,0.0,1.0,1.0,1.0,5.0,,,1.0,1.0,,,3.0,5.0,6.0,1.0,3.0,7.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,5.0,,,2.0,2.0,2.0,,,1.0,3.0,,0.0,1.0,0.0,1.0,かし,なし,なし
m87773832859,47.0,0.0,1.0,2.0,8,0.0,0.0,1.0,3.0,4.0,,,4.0,6.0,,,6.0,,,6.0,,,2.0,3.0,5.0,,3.0,3.0,3.0,5.0,,,1.0,3.0,3.0,5.0,,5.0,,,0.0,0.0,0.0,0.0,わかりません,わかりません,わかりません
m87773932120,53.0,1.0,0.0,2.0,8,0.0,0.0,1.0,1.0,2.0,3.0,,4.0,1.0,5.0,7.0,2.0,,,1.0,3.0,,3.0,3.0,6.0,,3.0,3.0,3.0,4.0,5.0,,1.0,2.0,3.0,,,2.0,,,1.0,0.0,0.0,0.0,未定です。,つづいてほしい。,価格転嫁が難しい。それではつづかない。
m87773828726,46.0,0.0,0.0,2.0,12,1.0,0.0,2.0,1.0,5.0,,,1.0,8.0,,,7.0,,,8.0,,,3.0,3.0,6.0,7.0,2.0,6.0,6.0,1.0,3.0,,3.0,5.0,3.0,6.0,,6.0,,,0.0,0.0,0.0,0.0,なし,なし,なし
m8864948989,58.0,1.0,0.0,2.0,5,0.0,0.0,1.0,1.0,1.0,,,3.0,8.0,,,7.0,,,4.0,,,5.0,8.0,,,5.0,6.0,6.0,6.0,,,3.0,3.0,8.0,,,6.0,,,0.0,0.0,0.0,0.0,なし,わからない,なし
m8777903508,60.0,1.0,1.0,2.0,7,1.0,1.0,2.0,7.0,5.0,,,3.0,3.0,4.0,,1.0,2.0,6.0,4.0,,,2.0,2.0,4.0,,2.0,3.0,3.0,4.0,,,3.0,2.0,2.0,3.0,4.0,1.0,2.0,,0.0,0.0,0.0,0.0,特にありません。,良く分かりません,特にありません。
m899601958,63.0,1.0,1.0,2.0,11,1.0,1.0,2.0,1.0,3.0,,,1.0,3.0,,,1.0,2.0,5.0,2.0,5.0,7.0,4.0,1.0,2.0,6.0,1.0,4.0,4.0,2.0,4.0,5.0,5.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,特にないです,長い年月継承してきたものなので、途切れることなく継承できる姿、やり方を地域で検討する必要があると思う,特にありません
m8998278447,54.0,1.0,1.0,2.0,5,1.0,1.0,1.0,1.0,6.0,,,4.0,5.0,,,1.0,,,5.0,,,3.0,3.0,7.0,,2.0,3.0,3.0,6.0,,,1.0,3.0,4.0,5.0,6.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,ない,わからない,ない
m87773599488,56.0,1.0,1.0,2.0,12,1.0,1.0,1.0,7.0,3.0,,,4.0,1.0,,,4.0,,,7.0,,,3.0,2.0,,,2.0,3.0,3.0,1.0,,,2.0,3.0,3.0,,,4.0,,,1.0,0.0,0.0,1.0,なし,なし,なし
m89984972798,48.0,0.0,0.0,1.0,3,0.0,0.0,2.0,7.0,1.0,,,1.0,8.0,,,7.0,,,8.0,,,3.0,2.0,3.0,4.0,3.0,6.0,6.0,4.0,,,6.0,5.0,8.0,,,6.0,,,0.0,0.0,0.0,0.0,わからない,わからない,わからない
m87774039123,41.0,1.0,0.0,2.0,8,1.0,0.0,1.0,1.0,1.0,,,3.0,3.0,,,1.0,,,4.0,,,3.0,2.0,,,3.0,3.0,3.0,4.0,,,4.0,3.0,2.0,,,3.0,,,0.0,0.0,0.0,0.0,特になし,特になし,特になし
m87786822121,41.0,0.0,0.0,2.0,3,1.0,0.0,2.0,1.0,5.0,,,4.0,3.0,,,2.0,,,4.0,,,3.0,2.0,,,1.0,6.0,3.0,1.0,,,1.0,4.0,3.0,,,1.0,,,0.0,0.0,0.0,0.0,なし,なし,なし
m87779058475,47.0,0.0,0.0,2.0,4,0.0,0.0,1.0,1.0,6.0,,,1.0,1.0,,,7.0,,,4.0,,,3.0,3.0,,,3.0,3.0,3.0,4.0,,,3.0,3.0,3.0,,,6.0,,,0.0,0.0,0.0,0.0,特にない,特にない,特にない
m8775789282,65.0,1.0,1.0,3.0,15,1.0,1.0,1.0,7.0,5.0,,,4.0,3.0,,,2.0,,,4.0,,,2.0,3.0,,,2.0,2.0,2.0,6.0,,,3.0,3.0,3.0,,,2.0,,,0.0,0.0,0.0,0.0,未定,やや明るい,なし
m87773969002,55.0,1.0,1.0,2.0,8,1.0,1.0,1.0,1.0,6.0,,,2.0,1.0,5.0,,2.0,5.0,,4.0,6.0,,1.0,2.0,4.0,,2.0,2.0,2.0,4.0,,,3.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,画像測定器,外国人実習生がたくさん来て、外国人中心のものづくりになる,値段よりも、デザインや品質に興味を持ってほしい
m89776992266,49.0,1.0,1.0,2.0,11,1.0,1.0,1.0,1.0,5.0,,,4.0,1.0,,,2.0,,,5.0,,,1.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,,,2.0,3.0,1.0,4.0,5.0,2.0,,,0.0,0.0,0.0,1.0,ない,大変,ない
m87773941272,57.0,1.0,1.0,2.0,9,1.0,1.0,1.0,7.0,5.0,,,1.0,3.0,5.0,7.0,1.0,2.0,5.0,4.0,5.0,6.0,2.0,2.0,3.0,6.0,2.0,2.0,3.0,1.0,,,4.0,2.0,1.0,5.0,7.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,産業用ロボット,世界戦略が必要,本物感を味わってほしい
m8882124686,62.0,1.0,1.0,2.0,10,1.0,1.0,2.0,7.0,5.0,,,4.0,3.0,,,5.0,,,6.0,,,2.0,4.0,,,3.0,2.0,2.0,6.0,,,1.0,3.0,2.0,3.0,,3.0,,,0.0,0.0,0.0,0.0,特になし,特になし,特になし
m89383966555,36.0,1.0,0.0,2.0,5,0.0,0.0,1.0,7.0,1.0,,,2.0,5.0,,,4.0,,,5.0,,,3.0,5.0,,,4.0,3.0,2.0,2.0,,,3.0,2.0,3.0,,,2.0,,,0.0,0.0,0.0,0.0,記入する事はありません,不安な事ばかりです,書くことはありません
m8775106910,36.0,1.0,1.0,2.0,4,1.0,1.0,1.0,5.0,2.0,3.0,,2.0,3.0,,,5.0,,,5.0,,,3.0,4.0,,,2.0,2.0,2.0,5.0,,,2.0,2.0,3.0,,,1.0,,,1.0,0.0,0.0,1.0,なし,なし,なし
m8776575286,55.0,1.0,0.0,2.0,4,1.0,0.0,2.0,7.0,5.0,,,1.0,1.0,,,6.0,,,1.0,,,3.0,1.0,,,3.0,6.0,6.0,2.0,,,3.0,3.0,3.0,,,1.0,,,0.0,0.0,0.0,0.0,ない,ない,ない
m8776789387,47.0,1.0,1.0,2.0,6,0.0,1.0,2.0,7.0,3.0,6.0,,3.0,8.0,,,1.0,4.0,5.0,1.0,4.0,5.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,5.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,特になし,特になし,特になし
m87776090431,63.0,1.0,1.0,2.0,5,1.0,1.0,1.0,7.0,1.0,,,4.0,1.0,,,1.0,5.0,,2.0,3.0,,2.0,2.0,,,4.0,3.0,4.0,5.0,,,3.0,4.0,6.0,,,5.0,,,0.0,0.0,1.0,0.0,ない,ない,ない
m877180658,60.0,1.0,0.0,3.0,3,1.0,0.0,1.0,7.0,6.0,,,4.0,1.0,,,5.0,,,3.0,,,1.0,4.0,,,3.0,3.0,3.0,4.0,,,1.0,3.0,2.0,,,2.0,,,0.0,0.0,0.0,0.0,特にない,特にない,特にない
m87783658906,30.0,1.0,0.0,2.0,8,0.0,0.0,2.0,7.0,6.0,,,2.0,8.0,,,2.0,4.0,5.0,3.0,4.0,6.0,1.0,1.0,3.0,6.0,1.0,2.0,3.0,1.0,4.0,,1.0,2.0,1.0,2.0,5.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,まだ分からない,技術の伝承がカギになる,価格だけで判断して欲しくない
m87773945262,57.0,1.0,1.0,2.0,3,1.0,1.0,1.0,1.0,5.0,,,4.0,5.0,,,1.0,2.0,5.0,1.0,4.0,7.0,1.0,2.0,3.0,6.0,1.0,1.0,4.0,5.0,,,3.0,2.0,2.0,3.0,7.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,特にないです,後継者の育成,これからも、良い製品を作っていきたい
m87764116337,59.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,,,4.0,1.0,,,5.0,,,7.0,,,3.0,4.0,,,4.0,4.0,4.0,4.0,,,3.0,4.0,2.0,,,1.0,2.0,,0.0,0.0,0.0,0.0,特にない,わからない,特にない
m89778577139,36.0,1.0,0.0,2.0,5,0.0,0.0,1.0,7.0,2.0,,,2.0,5.0,,,1.0,,,4.0,,,3.0,3.0,,,4.0,3.0,3.0,2.0,,,3.0,3.0,4.0,,,5.0,,,0.0,0.0,0.0,0.0,社内に関わるこのなので記入できることはありません。,特にはありません,特にはありません
m89778645105,53.0,0.0,1.0,3.0,13,1.0,1.0,2.0,5.0,5.0,,,1.0,1.0,,,5.0,,,6.0,,,3.0,2.0,,,3.0,6.0,6.0,3.0,,,3.0,4.0,7.0,,,1.0,,,0.0,0.0,0.0,0.0,なし,わからない,なし
m8776041718,42.0,1.0,0.0,1.0,4,1.0,0.0,1.0,1.0,1.0,,,2.0,6.0,,,1.0,6.0,,1.0,3.0,,3.0,2.0,5.0,,2.0,2.0,3.0,2.0,4.0,,3.0,2.0,2.0,3.0,,2.0,4.0,5.0,0.0,0.0,0.0,0.0,わからない,わからない,ありません
m87782228520,59.0,1.0,0.0,1.0,6,1.0,0.0,2.0,7.0,3.0,,,2.0,8.0,,,1.0,4.0,,5.0,,,2.0,2.0,,,2.0,2.0,2.0,2.0,,,3.0,2.0,2.0,,,3.0,,,1.0,0.0,0.0,0.0,ない,人手不足,いい商品を開発
m89762496129,40.0,1.0,0.0,1.0,2,0.0,0.0,1.0,7.0,6.0,,,1.0,7.0,,,4.0,,,4.0,,,2.0,1.0,,,2.0,2.0,3.0,1.0,,,3.0,3.0,2.0,3.0,,3.0,,,0.0,0.0,0.0,0.0,わからない,素晴らしい日本になる為に頑張りたい,なし
m87773834396,64.0,1.0,1.0,2.0,3,1.0,0.0,1.0,1.0,3.0,,,4.0,7.0,,,2.0,,,3.0,,,4.0,6.0,,,1.0,1.0,1.0,1.0,,,3.0,1.0,1.0,,,1.0,4.0,,1.0,0.0,0.0,0.0,nai,nai,nai
m87774037158,66.0,0.0,0.0,3.0,1,0.0,1.0,1.0,7.0,1.0,,,4.0,8.0,,,7.0,,,1.0,4.0,6.0,3.0,2.0,3.0,6.0,3.0,3.0,4.0,6.0,,,3.0,5.0,2.0,,,1.0,2.0,4.0,0.0,0.0,0.0,0.0,なし,暗い,価格
m89789979604,57.0,1.0,1.0,2.0,15,1.0,1.0,1.0,1.0,1.0,,,1.0,7.0,,,2.0,5.0,,5.0,,,3.0,3.0,,,3.0,3.0,3.0,1.0,,,2.0,1.0,2.0,,,4.0,,,0.0,0.0,0.0,1.0,特になし,特になし,特になし
m8780110485,55.0,1.0,1.0,2.0,12,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,3.0,4.0,5.0,1.0,2.0,5.0,3.0,5.0,6.0,1.0,3.0,4.0,6.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,工程,変化,なし
m8988238982,34.0,0.0,0.0,1.0,7,1.0,0.0,1.0,7.0,1.0,,,2.0,8.0,,,1.0,2.0,,3.0,4.0,5.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,6.0,,,3.0,3.0,2.0,3.0,7.0,2.0,,,0.0,0.0,0.0,0.0,不明,手書き等の記録に残してでも技術を継承させてほしいと願います。,ものづくりを履き違え、ものづくりと言えるレベルではない一部品作業員なので、伝統工芸品に関しては、フェア等を通じて、見て触れて買っていただけたらいいのではないかと思います。私も機会や予算があれば買ってみたいと思います。
m87773953051,39.0,1.0,0.0,1.0,4,1.0,0.0,2.0,7.0,1.0,,,3.0,3.0,,,6.0,,,6.0,,,3.0,3.0,,,3.0,3.0,3.0,3.0,,,5.0,3.0,4.0,,,2.0,,,0.0,0.0,0.0,0.0,特に,特になし,特になし
m8971456815,38.0,1.0,0.0,2.0,4,1.0,0.0,1.0,1.0,1.0,,,3.0,1.0,,,5.0,,,7.0,,,1.0,5.0,,,3.0,6.0,6.0,4.0,,,3.0,3.0,5.0,,,4.0,,,0.0,0.0,0.0,0.0,特になし,特に,なし
m87778734747,58.0,1.0,1.0,2.0,9,1.0,1.0,1.0,7.0,6.0,,,4.0,5.0,,,2.0,5.0,,4.0,6.0,,2.0,2.0,3.0,,2.0,2.0,3.0,5.0,,,1.0,2.0,2.0,3.0,,2.0,4.0,,0.0,0.0,0.0,0.0,特に具体案はなし,発展を希望する,特になし
m87773915115,46.0,1.0,1.0,2.0,7,1.0,1.0,2.0,1.0,6.0,,,4.0,8.0,,,5.0,,,6.0,,,3.0,4.0,,,3.0,3.0,3.0,1.0,,,1.0,3.0,6.0,,,3.0,,,0.0,0.0,0.0,0.0,なし,なり手が少ない,情報発信
m89762987170,56.0,1.0,1.0,1.0,10,1.0,1.0,1.0,3.0,1.0,,,4.0,8.0,,,2.0,4.0,5.0,4.0,6.0,,1.0,4.0,,,2.0,3.0,4.0,1.0,,,3.0,2.0,3.0,4.0,,2.0,5.0,,0.0,0.0,0.0,0.0,特に無し,技術の継承,難しさ
m87773923227,47.0,1.0,0.0,1.0,3,1.0,0.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,2.0,5.0,3.0,4.0,6.0,2.0,2.0,3.0,5.0,1.0,3.0,6.0,1.0,2.0,,3.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,無し,まだわからない,間口を広くして頂きたい
m87778726141,60.0,1.0,1.0,2.0,7,1.0,1.0,1.0,1.0,2.0,,,4.0,1.0,3.0,8.0,1.0,4.0,5.0,1.0,3.0,4.0,3.0,2.0,3.0,6.0,3.0,3.0,3.0,1.0,,,3.0,3.0,3.0,,,1.0,2.0,,0.0,0.0,0.0,0.0,特になし,技術継承を第一に考える,伝統文化を知って欲しい
m87876103244,36.0,1.0,0.0,2.0,5,0.0,0.0,1.0,7.0,3.0,,,2.0,5.0,,,6.0,,,2.0,,,4.0,3.0,,,3.0,3.0,3.0,2.0,,,5.0,4.0,5.0,,,2.0,,,1.0,0.0,1.0,0.0,機密なので記入できることはありません,特にはありません,書くことはありません
m87774599797,57.0,1.0,1.0,2.0,11,1.0,1.0,1.0,7.0,6.0,,,4.0,3.0,5.0,,1.0,2.0,5.0,4.0,5.0,6.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,1.0,,,3.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,完全自動化,継承すべき,特にない
m8776396924,56.0,1.0,1.0,2.0,7,1.0,1.0,1.0,1.0,1.0,,,3.0,2.0,3.0,5.0,1.0,2.0,5.0,4.0,,,1.0,3.0,,,1.0,4.0,4.0,1.0,,,3.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,特にない,特にない,特にない
m87776907673,30.0,0.0,1.0,1.0,3,0.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,,1.0,,,4.0,,,3.0,7.0,,,4.0,4.0,3.0,3.0,,,4.0,3.0,5.0,,,3.0,,,0.0,0.0,0.0,0.0,なし,なし,なし
m87773928701,55.0,1.0,1.0,2.0,7,1.0,1.0,1.0,1.0,1.0,,,4.0,3.0,,,2.0,,,2.0,,,4.0,6.0,,,3.0,3.0,3.0,1.0,,,5.0,2.0,3.0,,,1.0,,,0.0,0.0,1.0,0.0,なし,なし,なし
m8774234497,28.0,0.0,1.0,2.0,8,1.0,1.0,1.0,1.0,1.0,,,2.0,2.0,5.0,,2.0,4.0,5.0,2.0,4.0,6.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,4.0,,,3.0,2.0,2.0,3.0,4.0,2.0,4.0,,0.0,0.0,1.0,0.0,自動の画像寸法検査器,興味を持った若者がどんどん減っていくので、今後は大量生産の安い品物が世の中に増えていく。,消費者には日本独自のデザインや品質を楽しんで欲しい。
m8931953683,26.0,1.0,0.0,2.0,12,1.0,0.0,1.0,1.0,5.0,,,1.0,5.0,,,2.0,,,4.0,6.0,,3.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,,,1.0,2.0,5.0,,,4.0,,,0.0,0.0,0.0,0.0,無し,楽観的に考えている,特にない
m87779284193,51.0,1.0,1.0,2.0,12,1.0,1.0,1.0,7.0,6.0,,,2.0,8.0,,,7.0,,,5.0,,,3.0,4.0,,,3.0,3.0,3.0,6.0,,,1.0,3.0,6.0,,,2.0,,,0.0,0.0,0.0,0.0,nasi,nasi,nasui
m87773928065,46.0,1.0,1.0,2.0,9,1.0,1.0,1.0,7.0,5.0,,,3.0,2.0,3.0,5.0,1.0,5.0,,4.0,6.0,,2.0,4.0,,,4.0,3.0,3.0,1.0,,,3.0,4.0,5.0,,,1.0,,,0.0,0.0,0.0,0.0,パソコン,悲観的,中国製品は買わないで
m8970109396,65.0,0.0,1.0,2.0,7,1.0,1.0,2.0,7.0,6.0,,,4.0,8.0,,,5.0,,,4.0,,,3.0,2.0,,,2.0,3.0,3.0,4.0,,,3.0,3.0,3.0,,,3.0,,,0.0,0.0,0.0,0.0,特にない,わからない,特になし
m89776475479,48.0,1.0,0.0,1.0,4,0.0,0.0,1.0,7.0,1.0,,,1.0,5.0,,,2.0,4.0,5.0,4.0,5.0,6.0,1.0,2.0,3.0,5.0,1.0,1.0,4.0,5.0,,,1.0,2.0,2.0,4.0,5.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,今のところはない,維持していくための支援を頑張る,わこらない
m87774045914,44.0,1.0,1.0,2.0,11,1.0,1.0,1.0,7.0,1.0,,,3.0,8.0,,,1.0,2.0,7.0,4.0,6.0,,2.0,2.0,3.0,,1.0,6.0,4.0,2.0,,,3.0,2.0,2.0,3.0,6.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,AI品質確認工程の導入,ロボットと人の融合,日々改善を行って作っている
m89386943959,46.0,1.0,1.0,2.0,5,1.0,1.0,1.0,7.0,1.0,,,1.0,1.0,,,5.0,6.0,,5.0,7.0,,3.0,4.0,,,3.0,3.0,2.0,4.0,,,3.0,3.0,3.0,,,2.0,,,0.0,0.0,0.0,0.0,なし,なし,なし
m8775157139,57.0,0.0,1.0,2.0,8,1.0,0.0,2.0,1.0,6.0,,,4.0,8.0,,,3.0,5.0,6.0,3.0,6.0,7.0,2.0,2.0,6.0,7.0,3.0,3.0,3.0,3.0,4.0,,3.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,なし,美しい,わからない
m8774914284,63.0,1.0,1.0,2.0,9,0.0,1.0,1.0,7.0,1.0,,,3.0,1.0,,,2.0,,,4.0,6.0,,2.0,3.0,,,2.0,3.0,3.0,2.0,4.0,,3.0,3.0,3.0,,,2.0,,,0.0,0.0,0.0,0.0,特になし,全自動化される,伝統技術を守る
m8782456215,29.0,0.0,0.0,2.0,8,1.0,0.0,1.0,3.0,3.0,,,3.0,3.0,,,1.0,,,2.0,,,4.0,3.0,,,4.0,3.0,4.0,3.0,,,4.0,2.0,6.0,,,4.0,,,1.0,0.0,1.0,0.0,な,さ,あ
m89788923401,43.0,1.0,1.0,2.0,13,1.0,1.0,1.0,7.0,2.0,,,4.0,8.0,,,1.0,2.0,,3.0,4.0,6.0,3.0,3.0,4.0,7.0,3.0,3.0,3.0,4.0,,,3.0,3.0,1.0,2.0,3.0,2.0,4.0,,0.0,0.0,0.0,0.0,なし,わからない,ない
m8772805046,61.0,1.0,0.0,1.0,5,0.0,0.0,2.0,7.0,6.0,,,3.0,8.0,,,2.0,,,2.0,3.0,4.0,2.0,4.0,,,3.0,2.0,3.0,3.0,5.0,,3.0,3.0,1.0,4.0,5.0,2.0,,,0.0,0.0,1.0,0.0,特になし,特になし,特になし
m87767023703,58.0,1.0,1.0,3.0,6,1.0,1.0,1.0,7.0,6.0,,,4.0,3.0,,,1.0,,,3.0,,,3.0,4.0,,,2.0,3.0,3.0,6.0,,,6.0,3.0,1.0,,,1.0,,,0.0,0.0,0.0,0.0,特にない,後継者不足,特にない
m87786741213,33.0,1.0,0.0,2.0,3,0.0,0.0,2.0,7.0,6.0,,,2.0,8.0,,,7.0,,,8.0,,,3.0,6.0,,,3.0,3.0,3.0,6.0,,,6.0,5.0,8.0,,,6.0,,,0.0,0.0,0.0,0.0,特になし,特になし,特になし
m87773951859,48.0,0.0,1.0,1.0,6,0.0,1.0,2.0,7.0,1.0,,,1.0,8.0,,,2.0,,,4.0,,,3.0,3.0,,,3.0,3.0,3.0,6.0,,,6.0,5.0,3.0,,,6.0,,,0.0,0.0,0.0,0.0,わからない,わからない,ない
m8775915507,41.0,1.0,1.0,2.0,11,1.0,1.0,1.0,1.0,3.0,4.0,,3.0,3.0,5.0,6.0,1.0,2.0,4.0,2.0,4.0,6.0,2.0,2.0,3.0,6.0,2.0,2.0,2.0,1.0,2.0,,5.0,2.0,1.0,2.0,4.0,2.0,3.0,4.0,1.0,0.0,1.0,0.0,各工程にAI導入,採算の合わない分野が増えていく,これまで通りに手に入らないものが増えていく
